 	tnxk,txwk
𰇡	owlz·口纟𠂉乙
𰇢	oakm·口又木
𰇣	oagg·口又戈
𰇤	totb·石口匕
𰇥	ohhl·口一{万下}辶
𰇦	oytu·口土七凵
𰇧	oyca·口土ユ人
𰇨	oaot·口八口匕
𰇩	bokb·貝口
𰇪	oofz·口口中
𰇫	oopb·口口巴
𰇬	ocvq·口{卬左}ソ卩丶
𰇭	mdqo·宀女丶口
𰇮	raok·及亼口
𰇯	zfpo·𠃌{龵下}阝口
𰇰	opsz·口尸专
𰇱	osjo·口丂⺁一口
𰇲	oazr·口亽㇇贝
𰇳	ohoq·口⺈口儿丶
𰇴	aoil·亼口立
𰇵	opjj·口戶斤
𰇶	orkf·口大䒑十
𰇷	oidp·口方攵
𰇸	oibm·口亡目
𰇹	ocyu·口氵土厶
𰇺	jeao·广⺕人口
𰇻	ozxe·口㇇水三
𰇼	ourm·口厶大彡
𰇽	ozjg·口⺄丿虫
𰇾	zhon·𠃌一口同
𰇿	hgot·一{壴下}口匕
𰈀	yotb·走口匕
𰈁	ofwz·口扌兆
𰈂	ocdp·口至攵,ocdv·口至夊
𰈃	oftd·口扌匕日
𰈄	ofao·口扌亼口
𰈅	qoot·囗ㅒ口匕
𰈆	onkw·口〢{⺮半}见
𰈇	oxnc·口⺌冖一{至上}
𰈈	ojej·口虍巾
𰈉	oktm·口丬匕⺝
𰈊	olom·口⺊口灬
𰈋	oggc·口犭虫
𰈌	cxjt·氵小丿口匕
𰈍	oikm·口立朩
𰈎	omlx·口宀⺊一小
𰈏	ozjq·口𠄎丿又皿
𰈐	omju·口巛文凵
𰈑	sotb·其口匕
𰈒	otux·口而心
𰈓	onkq·口〢{⺮半}皿
𰈔	oqgs·口囗豕
𰈕	pjot·戶斤口匕
𰈖	xotb·非口匕
𰈗	lrot·𠂉大口口匕
𰈘	omak·口彳人{余下}
𰈙	oniw·口舟亠几
𰈚	omva·口宀{亻}工八
𰈛	qpjo·丶艮⺁一口
𰈜	jpho·衤刀{向框}口
𰈝	ozbb·口子貝
𰈞	ouhi·口丩⺈⺕亅
𰈟	hroo·一大口一大口
𰈠	lfit·忄𠂇丨土口匕
𰈡	oved·口丷巾八攵
𰈢	okdh·口⺮日一
𰈣	ovim·口亻丨夂⺝
𰈤	okil·口⺮立
𰈥	omvw·口月丷口儿
𰈦	oaoq·口亼口皿
𰈧	nwoo·舟几口口
𰈨	odfl·口夂丰辶
𰈩	hrow·一大口口口几
𰈪	ogou·口戈口一心
𰈫	hmob·一巛口土古
𰈬	ooou·口口口䒑{艸左}
𰈭	oerh·口隹火
𰈮	owsf·口纟廿{革下}
𰈯	ofnr·口十冂䒑十犬
𰈰	odea·口日爫{爰中}又
𰈱	ofur·口千臼欠,otur·口干臼欠
𰈲	oajr·口釒丿夫
𰈳	libo·𠂉方古冂口
𰈴	jotb·麻口匕
𰈵	nhot·冖一口田口匕
𰈶	owff·口纟甫寸
𰈷	ydpt·耂日阝口匕
𰈸	osax·口耳又丿{乑下},osaa·口耳又亻人人
𰈹	okoi·口木口辛
𰈺	ygro·士{壴下}皮口
𰈻	oodh·口口日十包
𰈼	oaab·口亽龴頁
𰈽	jodk·文口夕匸丨木
𰈾	owpn·口尤鳥
𰈿	oldf·口⺊夕又{卑上}十
𰉀	ovsb·口亻覀貝
𰉁	oijt·口立丿彡页
𰉂	oind·口{立上}冂古攵
𰉃	ochf·口氵艹甫寸
𰉄	olwr·口⺧儿⺧儿贝
𰉅	oanu·口釒冂䒑山
𰉆	ofmt·口扌宀心皿丁
𰉇	ygom·士{壴下}口止⺝
𰉈	qdbg·魚日古
𰉉	oqyy·口魚羊
𰉊	olfd·口𠂉十凵覀早
𰉋	ojor·口鹿口一大
𰉌	oimt·口立⺝{龍右}下
𰉍	qazv·囗亽㇇
𰉎	qhpw·囗爿
𰉏	qlok·囗⺊口
𰉐	qess·四三
𰉑	qrkf·囗大䒑十
𰉒	raao·大人人囗口
𰉓	qorf·囗口大䒑十
𰉔	qiby·囗工頁
𰉕	yzvt·土𠃍
𰉖	ycvt·土匚
𰉗	vyt·丷土
𰉘	yfzv·土キ𠃌
𰉙	ynxv·土冂㐅
𰉚	ywxt·土见
𰉛	hryt·一大土
𰉜	yazv·土亽㇇
𰉝	ytmt·土毛
𰉞	ymiv·土弓丨
𰉟	yktb·土丬匕
𰉠	yjfa·土丿𠂇又
𰉡	ydvv·土夂⺀
𰉢	iytl·立土
𰉣	yafv·土又キ
𰉤	rytp·皮土
𰉥	yrvv·土夫丷
𰉦	yfmy·土𠂇⺝
𰉧	jryt·厂犬土
𰉨	yufv·土凵キ
𰉩	yjrn·土丿大{丿丨}
𰉪	yvtf·土亻𠤎十
𰉫	yvcp·土亻{卬左}卩
𰉬	ywhd·土⺇一夕
𰉭	yhdr·土勹日
𰉮	ykok·土木口
𰉯	ghyt·戈{万下}土
𰉰	yfnr·土十冂大
𰉱	yamh·土亼⺍一
𰉲	yhow·土⺈口儿
𰉳	yjze·土⺁二巾
𰉴	ymax·土宀八力
𰉵	yptm·土尸毛
𰉶	yxok·土水口
𰉷	ybyt·土古土
𰉸	cwcy·匸儿匸儿土
𰉹	kauy·木八厶土
𰉺	yhxm·土勹米
𰉻	yena·土爫冖又
𰉼	mmyt·月月土
𰉽	ymnz·土⺍冖子
𰉾	yivq·土亠亻夂丶
𰉿	uary·厶八火土,uwry·厶儿火土
𰊀	duoy·女厶口土
𰊁	ykjq·土木斤丶
𰊂	yhne·土{带上}冖巾
𰊃	yeqm·土王皿
𰊄	yxjb·土小丿目
𰊅	yhov·土⺈口儿⺀
𰊆	yjrx·土丿大氺
𰊇	cjhy·氵⺁一口土
𰊈	kdfy·丬夕寸土,kefy·丬爫寸土
𰊉	vfyt·冫甫土
𰊊	ykww·土䒑幺幺
𰊋	ypku·土尸䒑{艸左}
𰊌	ypiy·土尸工土
𰊍	yyoc·土土口𧘇
𰊎	fiyo·𠂇丨土丅ユ口
𰊏	yhhk·土一{万下}口木
𰊐	yqad·土田八夊,yqwd·土田儿夊
𰊑	ynkq·土〢{⺮半}皿
𰊒	yhpi·土艹尸工
𰊓	yqdl·土罒日乚
𰊔	ybux·土自心
𰊕	yrnt·土火同
𰊖	coky·氵口木土
𰊗	yxyt·{壳上}癶土
𰊘	yzjw·土子丿糸
𰊙	ywwy·{壳上}几殳土,yhwy·{壳上}一几殳土
𰊚	ysor·土廿口夫
𰊛	ycgr·土匚{贵上}贝
𰊜	yybb·土龶貝
𰊝	yfbk·土十目木
𰊞	ylnw·土⺊咼
𰊟	yhha·土艹一冂人人
𰊠	yxne·土⺌冖口巾
𰊡	ynhu·土门⺈臼
𰊢	ctjy·氵车斤土
𰊣	crry·氵火火土
𰊤	jsmy·广廿灬土
𰊥	yxok·土門口
𰊦	yygo·土士{壴下}口
𰊧	yfbk·土十{具上}木,yfmk·土十{⺝}𠃊木
𰊨	yxkm·土門木
𰊩	ocoy·口臣口土
𰊪	oocy·口口臣土
𰊫	ykef·土⺮⺕キ
𰊬	yaoe·土亼口习习
𰊭	jnal·斤〢又土辶
𰊮	yakq·土人{余下}田
𰊯	mldy·彳𠂉日夊土
𰊰	ylkg·土𠂉ㅑ一{壴下}
𰊱	yjxw·土{享上}小尤
𰊲	qidy·由方攵土
𰊳	yyyr·土土土兀丿大
𰊴	tqyt·⻗田土
𰊵	yeil·土隹立
𰊶	hdmy·艹日{禺下}土
𰊷	ylee·土{黽中}ㅌ⺕
𰊸	yjtd·土广丆目夊
𰊹	ytby·土石頁
𰊺	yxnd·土⺌冖口匕日
𰊻	yyqb·土士罒貝
𰊼	yjqm·土虍田⺝
𰊽	osjy·口丂⺁虍几土
𰊾	yuim·土山{黑上}灬
𰊿	wyky·幺土䒑十攵土
𰋀	ywwq·土幺幺戈田
𰋁	tmny·丆⺝冖戈⺀十土
𰋂	yhia·土艹亠厶王丩又
𰋃	yjra·土言火火又
𰋄	yeea·土习习田龷八
𰋅	ykcf·土⺮氵甫寸
𰋆	yxnm·土⺌冖口{黑上}灬
𰋇	yyyk·土土土兀火火冖木
𰋈	ylb·{壳上}卜
𰋉	yyyh·士士士一
𰋊	tdyw·丆日{壳上}几
𰋋	ygdv·士{壴下}夂⺀
𰋌	yphi·士{声下}一巛工
𰋍	ywse·{壳上}几耳口王
𰋎	dgs·夂豕
𰋏	hhod·勹一口口夊
𰋐	ddxj·夕夕九
𰋑	ddsa·夕夕龷八
𰋒	ddct·夕夕氵下
𰋓	ddgz·夕夕足
𰋔	ddyy·夕夕土八土
𰋕	ddmz·夕夕宀示
𰋖	xddd·米女夕夕
𰋗	kkdx·木木夕{乐上}小
𰋘	mujd·宀心丿山夕夕
𰋙	nrd·冂大
𰋚	irdg·工大
𰋛	rkcd·大长
𰋜	rxxv·大㐅㐅
𰋝	crdj·巨大
𰋞	rhyz·大一止
𰋟	hrhr·一大一大
𰋠	rtuv·𡗗七凵
𰋡	hrgp·一大犭㔾
𰋢	rqxl·大田力
𰋣	jrjr·丿夫丿夫
𰋤	ryla·大龰⺊又
𰋥	khjr·禾勹丿大
𰋦	raar·大人人及
𰋧	rrrd·火火大
𰋨	ebrd·王白大
𰋩	hrhr·一大一大一大
𰋪	hrfi·一大扌立
𰋫	ggrd·犭虫大
𰋬	aaor·八人口⺀大
𰋭	hrdl·一大日生
𰋮	hrfl·一大十早乚
𰋯	hrii·一大{立上}冖方
𰋰	vrbn·⺀大貝刂
𰋱	haor·艹亼口⺀大
𰋲	ryph·大龰尸䒑廾
𰋳	raab·大又又又冖且
𰋴	ewrr·爫幺大爫幺大
𰋵	dqvn·女丶
𰋶	dxln·女力
𰋷	mdn·⺍女
𰋸	dznv·女𠄎{丿丿}
𰋹	dszn·女专
𰋺	drhn·女火
𰋻	dpvn·女{声下}
𰋼	djfa·女丿𠂇又
𰋽	jrdn·厂犬女
𰋾	dttf·女{比左}匕十
𰋿	dtdr·女丆日
𰌀	hndn·艹冖女
𰌁	duhw·女山一几
𰌂	dlrb·女⺊贝
𰌃	dayz·女人止
𰌄	drlz·女大辶
𰌅	fpdn·扌巴女
𰌆	tjdn·车斤女
𰌇	dyrb·女龶贝
𰌈	dfbv·女十{具上}
𰌉	dodl·女口日乚
𰌊	dcww·女匸儿匸儿
𰌋	dxmn·女門
𰌌	ygdn·士{壴下}女
𰌍	dryy·女大羊
𰌎	dmuo·女月厶口
𰌏	dnmy·女{骨上}⺝,dnmr·女{骨上}⺼
𰌐	dhdz·女艹早
𰌑	ofdn·口甫女
𰌒	dqxu·女{囟框}㐅心
𰌓	dzje·女𠄎丿门亠巾
𰌔	dxvf·女米⺀十
𰌕	xdcj·米女巨
𰌖	dmuq·女宀心皿
𰌗	dzyr·女子⺷大
𰌘	ygfd·士{壴下}十又女
𰌙	dkor·女木口⺈贝
𰌚	uuid·屮凵方攵女
𰌛	djke·女丿未{黽中}ㅌ⺕
𰌜	zfjv·子{于下}丿
𰌝	zjtq·子丿七
𰌞	zazz·二八子
𰌟	zhcv·子一{至上}
𰌠	zyzz·子止
𰌡	zlay·子⺊又
𰌢	zcfs·子ユ十
𰌣	zlrd·子𠂉大
𰌤	zaav·子亽龴
𰌥	zmtd·子宀丁
𰌦	zhuy·子一业
𰌧	ztez·子而
𰌨	zxmy·子⺌⺝
𰌩	kzzl·來子
𰌪	zsqz·子其
𰌫	zrzs·子大示
𰌬	znzb·子冂二目
𰌭	zijm·子立丿彡,zjjm·子文厂彡
𰌮	uzjw·山子丿糸
𰌯	zqws·子田糸
𰌰	mbmz·宀㠯⺍冖子
𰌱	pzpz·尸子尸子尸子
𰌲	yzkl·耂子䒑自辶
𰌳	mnvb·宀巜
𰌴	mesb·宀三
𰌵	maqv·宀又丶
𰌶	mtbb·宀不
𰌷	mqxq·宀丶力丶
𰌸	mejv·宀⺕丿
𰌹	mfhc·宀十廾
𰌺	mopj·宀口卩
𰌻	mfiy·宀𠂇丨土
𰌼	mtdr·宀丆日
𰌽	mdok·宀女口
𰌾	mhhy·宀一{万下}止
𰌿	mhmi·宀一巛工
𰍀	mviz·宀亻主
𰍁	mhwl·宀一兀牛
𰍂	mkwv·宀木殳
𰍃	mjqp·宀丿皿卩
𰍄	mjbf·宀丿㠯十
𰍅	mpuu·宀尸屮凵
𰍆	mhxm·宀一小冉
𰍇	mskm·宀甘木
𰍈	mjwv·宀礻殳,mzwv·宀⺬殳
𰍉	msam·宀{冓上}八了
𰍊	mhfo·宀艹𠂇口
𰍋	mhnu·宀勹{丿丿}丶心
𰍌	mcsa·宀氵龷八
𰍍	mlao·宀忄亼口
𰍎	famy·キ龴宀一龰
𰍏	mjbx·宀厂白小
𰍐	msam·宀{冓上}八彡
𰍑	mhwk·宀一兀㐅朩
𰍒	mtdk·宀丆日木
𰍓	mqxv·宀罒{眔下},mqxs·宀罒氺
𰍔	mymh·宀⺷灬
𰍕	mjla·宀衤⺊又
𰍖	mljy·宀忄言
𰍗	meek·宀习习木
𰍘	mcfd·宀氵十早
𰍙	mjoa·宀衤口又
𰍚	mdqd·宀女罒夕
𰍛	bwmb·古儿宀㠯
𰍜	mekm·宀隹木
𰍝	mioz·宀工口耂子
𰍞	mjod·宀丿口{禺下}攵
𰍟	mnlo·宀舟⺧口
𰍠	mdcm·宀女氵龶⺝,mdcy·宀女氵龶冂丄
𰍡	muqa·宀心皿丁亠八
𰍢	maao·宀八人口宀八人口
𰍣	poit·尸口辛⺝宀丿七
𰍤	immq·立⺝宀艹見丶
𰍥	ugyf·厶虫土寸
𰍦	efsk·⺕寸甘木
𰍧	ijv·亅丿
𰍨	iqv·亅丶
𰍩	xarx·小人
𰍪	yxxz·止小
𰍫	xicv·小亠𧘇
𰍬	iduj·立日心小丿
𰍭	wlsw·兀生
𰍮	wmdn·尢宀女
𰍯	dwyz·早尤
𰍰	phvs·尸一
𰍱	pszs·尸专
𰍲	piab·尸亠八
𰍳	pzrh·尸𠃌火
𰍴	pxzv·尸水乙
𰍵	oapq·口八尸㇏
𰍶	pxhs·尸行
𰍷	pjuv·尸文凵
𰍸	pffa·尸扌十又
𰍹	pfjs·尸車
𰍺	ptrd·尸毛大
𰍻	pxyt·尸水土
𰍼	ptrf·尸匕大寸
𰍽	pfha·尸扌一冂人
𰍾	pkus·尸禾山
𰍿	pfau·尸千人人凵
𰎀	pqmq·尸㇏宀申
𰎁	pxtm·尸米毛
𰎂	pxpt·尸水尸毛
𰎃	pcdd·尸至夕夕
𰎄	ptkl·尸毛來
𰎅	ptdd·尸毛日日
𰎆	pmud·尸彳山一几攵
𰎇	ykot·⺷䒑口尸毛
𰎈	uaai·屮又又人人丨
𰎉	umgs·山弓
𰎊	tpus·{切左}刀山
𰎋	umys·山⺝
𰎌	uaar·山人人
𰎍	uuwe·山厶儿
𰎎	uwls·山龙
𰎏	utxx·山{东上}小
𰎐	ulps·山⺊尸
𰎑	uuys·山业
𰎒	ubbs·山白
𰎓	uwxl·山幺力
𰎔	ugww·山{尧上}兀
𰎕	tupb·丁山巴
𰎖	urnd·山贝刂
𰎗	umnd·山⺝刂
𰎘	uowq·山口儿丶
𰎙	uvrj·山亻及
𰎚	jhou·⺁一口山
𰎛	uacv·山亼{至上}
𰎜	uiax·山亠八乂
𰎝	untj·山冖车
𰎞	uncv·山冖𧘇
𰎟	uraa·山大人人
𰎠	uhuj·山一业丿
𰎡	uerd·山王大
𰎢	uqfz·山囗キ𠃌
𰎣	pgus·户弋山
𰎤	ulnw·山忄冖几
𰎥	uyay·山土八土,uywy·山土儿土
𰎦	ucxr·山匚㐅欠
𰎧	jbfu·丿㠯十山
𰎨	kxus·禾丸山
𰎩	ujdz·山厂日子
𰎪	ufab·山十又目
𰎫	ugir·山犭讠犬
𰎬	fhfu·龵一丰山
𰎭	ujnw·山{享上}冖几
𰎮	usux·山覀心
𰎯	uezj·山隹𠄎丿
𰎰	upxm·山尸⺌⺝
𰎱	uumm·山山月月
𰎲	uhdf·山爿{炙上}寸
𰎳	uxny·山⺌冖口土
𰎴	upyd·山尸龶夊
𰎵	uoou·山口口䒑{艸左}
𰎶	uoou·山口口䒑{艸左}
𰎷	udot·山夂口页
𰎸	uyko·山羊䒑口
𰎹	ufnr·山十冂䒑十犬
𰎺	ugju·山戈丿一口心
𰎻	uhgy·山一戈丿土一止
𰎼	ucor·山匚口口口欠
𰎽	uuls·山山忄口口一丂
𰎾	umud·山彳山一王攵
𰎿	uuoi·山山口⺶工
𰏀	uldp·山⺊夕又亽艮
𰏁	ulwr·山⺧儿⺧儿贝
𰏂	uuod·山山口口厂𠃍耳攵
𰏃	mhdh·川一日一
𰏄	mdz·巛早
𰏅	hmiz·一巛工爫子
𰏆	mqnf·巛田冖冂キ
𰏇	fizv·𠂇工乙
𰏈	iggg·工戈
𰏉	isxj·工丂九
𰏊	ifuv·工𠂇厶
𰏋	ifok·工𠂇口
𰏌	fisx·𠂇工西
𰏍	fiuy·𠂇工山厂土土
𰏎	yihi·⺶工⺈⺕亅
𰏏	ejop·⺕丿口巳
𰏐	kkzj·木木己
𰏑	pejd·刀巾
𰏒	eejj·巾巾
𰏓	eswj·巾乌
𰏔	eiwj·巾亠几
𰏕	egjj·巾戋
𰏖	ejlz·巾丿之
𰏗	eeej·巾巾巾
𰏘	aexv·八巾{〃⺀}
𰏙	jbhe·丿㠯一巾
𰏚	hnej·{带上}冖巾{于下}丿
𰏛	hemq·一巾巛田
𰏜	exdn·巾米女
𰏝	bedl·白巾夕卜
𰏞	ykfe·土䒑十丸巾
𰏟	enkq·巾门木{柬中}
𰏠	ekky·巾木木乛龰
𰏡	fevu·𠂇巾冫馬心
𰏢	tusg·干山
𰏣	ttvv·丁干丷
𰏤	aahh·人人一廾
𰏥	anli·人{丿丨}𠂉{反ユ}丨
𰏦	tvtv·干丷干丷
𰏧	lpli·⺊尸𠂉{反ユ}丨
𰏨	tvvj·干丷{亻}工丿
𰏩	ygtg·士{壴下}干
𰏪	kbtg·木古干
𰏫	lcio·𠂉{反ユ}丨亼口
𰏬	ooov·口口口干丷
𰏭	jutg·虍业干
𰏮	ykfx·土䒑十勹米
𰏯	wwey·幺儿
𰏰	wzhv·幺𠃌一
𰏱	uwew·{亥中}幺王
𰏲	jsmg·广马
𰏳	jqsg·广申
𰏴	jkfs·广䒑十
𰏵	xwjg·⺌兀广
𰏶	jacv·广亼{至上}
𰏷	jkju·广木丿厶
𰏸	jqov·广囗ㅒ
𰏹	jrfv·广𡗗キ
𰏺	jlro·广𠂉大口
𰏻	jcrp·广氵皮
𰏼	jhne·广{带上}冖巾
𰏽	jrvy·广夫丷土
𰏾	jpzw·广{㐆上}𠃌殳
𰏿	jflz·广車辶
𰐀	jjrc·广丿夫亠𧘇
𰐁	jqpm·广丶{即左}月
𰐂	jsad·广廿又夕夕
𰐃	jyaq·广土人人皿
𰐄	jsal·广廿又斤辶
𰐅	juih·广臼丨又木一,jxih·广⺽丨又木一
𰐆	jcnr·广コ〢丂灬癶一大
𰐇	lhhc·⺊一廾
𰐈	dhcn·女廾
𰐉	tthc·{比左}匕廾
𰐊	hdnh·一夕刂一廾
𰐋	qohh·囗口一廾
𰐌	kxxh·木㐅㐅木廾
𰐍	qgyj·甲弋
𰐎	gdtg·弋日干
𰐏	ghjy·弋角
𰐐	gjyy·弋言
𰐑	geeb·弋习习白
𰐒	gaad·弋人人人人日
𰐓	moze·弓口二
𰐔	mdhv·弓日一
𰐕	ttmn·{比左}匕弓{丿丨}
𰐖	mnry·弓{丿丨}牙
𰐗	mfpg·弓甫
𰐘	mozx·弓口二力
𰐙	mhgy·弓一弋止
𰐚	mqyg·弓鱼
𰐛	mylv·弓⺶乚
𰐜	mute·弓山而
𰐝	mnfp·弓{丿丨}甫
𰐞	midx·弓亠日小
𰐟	mhdr·弓艹日大
𰐠	hwmf·一兀弓丷日十
𰐡	imvb·{变上}弓亻𠤎貝,immb·亠{亦下}弓亻匕貝
𰐢	yayl·土八土{变上}弓辶,ywyl·土儿土亠{亦下}弓辶
𰐣	efil·⺕扌立
𰐤	llex·生生⺕
𰐥	exap·⼹米八刀
𰐦	lmvn·牜彡
𰐧	imvl·立彡
𰐨	khmv·䒑廾彡
𰐩	emvz·豸彡
𰐪	jomv·文口彡
𰐫	xdmv·米女彡
𰐬	mmcc·彳川
𰐭	mbbc·彳白
𰐮	mfbm·彳十目
𰐯	mokm·彳口木
𰐰	mgvc·彳{惠上}
𰐱	mlha·彳⺊一小又
𰐲	mcdr·彳氏日
𰐳	mpyy·彳刀羊
𰐴	mcdp·彳至攵,mcdv·彳至夊
𰐵	mnwc·彳咼
𰐶	mwdy·彳幺夊止
𰐷	mdqa·彳日罒又,mnza·彳冂二罒又
𰐸	mdwy·彳日幺幺土
𰐹	mlhe·彳⺊一小田𡈼
𰐺	zux·乙心
𰐻	wuxj·几心
𰐼	auxr·人心
𰐽	wuxf·凡心
𰐾	ljgx·忄广
𰐿	lznv·忄𠄎{丿丿}
𰑀	aiux·又亅心
𰑁	lszx·忄专
𰑂	lnxv·忄冂㐅
𰑃	ldrx·忄日
𰑄	latb·忄人匕
𰑅	laar·忄人人
𰑆	luxn·牛心
𰑇	ujhf·心丿一{于下}
𰑈	puxb·巴心
𰑉	auux·又凵心
𰑊	lfav·忄キ龴
𰑋	cuxj·巨心
𰑌	lnrd·忄冂大
𰑍	loxl·忄口力
𰑎	jqyu·丿乀士心
𰑏	lmtb·忄宀匕
𰑐	lkze·忄䒑二
𰑑	veux·丷⺕心
𰑒	ujux·心丿心
𰑓	dux·{毌}心
𰑔	fxux·扌丸心
𰑕	jrux·厂犬心
𰑖	llci·忄𠂉{反ユ}丨
𰑗	ujox·心丿口乂
𰑘	lyyx·忄羊
𰑙	ljnd·忄文刂
𰑚	lmfc·忄宀寸
𰑛	ljjt·忄广丿七
𰑜	ghux·戈{万下}心
𰑝	lfnr·忄十冂大
𰑞	ltux·忄干心
𰑟	irux·工贝心
𰑠	lokm·忄口木
𰑡	nayu·〢又土心
𰑢	ruxs·身心
𰑣	loux·⺧口心
𰑤	lmfu·忄宀𠂇厶
𰑥	lnmy·忄门月
𰑦	ljmh·忄广⺍一
𰑧	tjux·车斤心
𰑨	ehwu·王一兀心
𰑩	kauu·木八厶心
𰑪	lodl·忄口日乚
𰑫	lqdx·忄罒夕
𰑬	ljfr·忄⺁十贝
𰑭	cdux·氏攵心
𰑮	lidp·忄方攵
𰑯	luaq·忄厶人小丶
𰑰	lfnx·忄十冖子力
𰑱	ljdz·忄厂日子
𰑲	yveu·土亻壬心
𰑳	lfnf·忄十冂䒑十
𰑴	znzj·二{丿丨}二{丿丨}心丿
𰑵	hneu·{带上}冖巾心
𰑶	dlux·日生心
𰑷	howu·⺈口儿力心
𰑸	jrvu·广夫丷心
𰑹	lkmn·忄䒑⺝刂
𰑺	lcbs·忄氵舌
𰑻	ifux·立中心
𰑼	tsux·不覀心
𰑽	lxbb·忄⺌貝
𰑾	lhxx·忄艹力力力
𰑿	lxnw·忄⺌冖口儿
𰒀	lemx·忄馬
𰒁	kruz·禾火心𠃍
𰒂	luuu·忄{艸左}屮心
𰒃	ilju·方𠂉斤心
𰒄	xvfu·米⺀十心
𰒅	ltex·忄⻗⺕
𰒆	lhha·忄艹一冂人人
𰒇	lvfm·忄亻𠂇工⺝
𰒈	ljzp·忄{享上}子阝
𰒉	lmsa·忄宀耳又
𰒊	jlfu·訁𠂉十心
𰒋	lthx·忄石一日乂
𰒌	sxuu·耳㐅凵儿心
𰒍	yowu·{壳上}口殳心
𰒎	lekm·忄隹木
𰒏	larq·忄釒欠
𰒐	lybm·忄⺶目
𰒑	lkem·忄䒑⺕〢灬
𰒒	chnu·氵{带上}冖巾心
𰒓	lzyx·忄㇇止亠厶{巟下}
𰒔	lybx·忄龶貝力
𰒕	lqhg·忄田一Ｋ戈
𰒖	etux·豸页心
𰒗	lbww·忄古儿古儿
𰒘	ypwu·士{声下}殳士心
𰒙	lcsq·忄氵廿巾丿乀丿乀
𰒚	iduo·立日心丁口
𰒛	kywu·木{壳上}几殳心,kyhu·木{壳上}一几殳心
𰒜	huux·一业心白水
𰒝	kokj·木口木口心丿
𰒞	lmqm·忄巛囗㐅{鼠下}
𰒟	lskm·忄覀䒑{艸左}月
𰒠	aaou·八人口日{禺下}心
𰒡	ltoo·忄⻗口口口
𰒢	lkqh·忄⺮罒戈丿一
𰒣	moou·宀口口隹心
𰒤	tggb·不戈
𰒥	gggg·戈戈
𰒦	gdvv·戈夂⺀
𰒧	gday·戈夕又
𰒨	wgar·幺戈人
𰒩	gdzg·戈早
𰒪	hggg·一{壴下}戈
𰒫	gtud·戈七凵日
𰒬	loag·⺊口人人戈
𰒭	gbnd·戈貝刂
𰒮	gako·戈人木口
𰒯	crrg·匚火火戈
𰒰	inbg·{立上}冂古戈
𰒱	mdkg·巛日木戈
𰒲	gohh·戈口一戈口一
𰒳	gaer·戈人爫幺大
𰒴	piwx·户方⺇㐅
𰒵	pino·户{立上}冂八口
𰒶	pipi·户方户方
𰒷	ftqs·扌七
𰒸	fpjs·扌卩
𰒹	fzlv·扌𠃌乚
𰒺	fzhv·扌𠃌㇀
𰒻	fmls·手了
𰒼	fess·扌三
𰒽	fhhv·扌一{万下}
𰒾	fttd·扌丁丁
𰒿	fcwe·扌匚儿
𰓀	fhwy·扌一幺
𰓁	fttb·手{比左}匕
𰓂	fggs·手戈
𰓃	ffay·手𠂇又
𰓄	fkcs·扌长
𰓅	cfss·氏手
𰓆	fsws·扌乌
𰓇	flzs·手之
𰓈	fphs·手户
𰓉	jfsw·文手
𰓊	fxvv·扌力{丶丶}
𰓋	fpvs·扌{門左}
𰓌	ffvs·扌{叓上}
𰓍	fsgs·手甘
𰓎	ftok·手丁口
𰓏	ffok·手𠂇口
𰓐	foxv·扌口乂
𰓑	fqjs·手甲
𰓒	fdlv·手日乚
𰓓	fjqu·扌丿乀山
𰓔	fnar·扌门人
𰓕	fvrd·扌⺀大
𰓖	fmnv·手弓{丿丨}
𰓗	fjyq·扌厂土丶
𰓘	fiwf·扌工凡,fiwv·扌工{凡}
𰓙	jrfs·厂犬手
𰓚	ffiz·手𠂇丨子
𰓛	gnfs·戈刂手
𰓜	fhpj·扌艹ㄗ
𰓝	fnhe·扌リ一巾
𰓞	fnzs·扌舟
𰓟	fxkm·扌九朩
𰓠	fvhc·扌亻一{至上}
𰓡	fvej·扌亻⺕丿
𰓢	fkhq·扌䒑一ㄣ丶
𰓣	fmaq·扌宀又丶
𰓤	filf·扌讠𠂉十
𰓥	fjju·扌广丿厶
𰓦	fmaz·手宀八乙
𰓧	fzxx·扌子小
𰓨	fakm·扌又木
𰓩	fmpy·扌弓也
𰓪	fefv·手⺕キ
𰓫	fcqj·扌匚甲
𰓬	fhnq·扌一冂丶冂丶
𰓭	ftux·扌干心
𰓮	fthk·扌丁一木
𰓯	fkok·手木口
𰓰	fraa·手大人人
𰓱	fnay·扌〢又土
𰓲	oxnf·口力刂手
𰓳	fjze·扌⺁二巾
𰓴	fheq·扌勹王丶
𰓵	fdff·手夂丰
𰓶	knfs·禾刂手
𰓷	fnew·扌门王
𰓸	fpok·扌户口
𰓹	fqhq·扌丶廾{丶丶}丶,fqhm·扌丶廾⺍
𰓺	fclb·扌臣卜
𰓻	frwx·扌夫见
𰓼	ftjj·扌车斤
𰓽	fsdr·手龷日
𰓾	fqus·扌罒山
𰓿	fytz·扌止匕二
𰔀	fhvt·手艹亻𠤎
𰔁	fjlx·扌⺁⺊一小
𰔂	fkrn·扌䒑大刂
𰔃	fcyu·手氵土厶
𰔄	zxef·㇇水三手
𰔅	fmoh·手了口又一
𰔆	ftqo·扌丆囗ㅒ
𰔇	fhne·扌{带上}冖巾
𰔈	ffgo·扌十戈口
𰔉	fyqm·扌龶皿
𰔊	fslk·手廿𠃊木
