字符,拆分
𢏷,弓尸屮凵
𢏸,弓亠幺小
𢏹,弓宀一龰
𢏺,弓一冂弓
𢏻,⺈乙丿
𢏼,弓廿木
𢏽,一乙一丿
𢏾,弓止
𢏿,弓宀夕㔾
𢐀,弓弓一人
𢐁,弓糸弓
𢐂,弓旦龰
𢐃,弓户冂艹
𢐄,弓彑
𢐅,弓彡弓彡
𢐆,弓吕弓
𢐇,弓十艹木
𢐈,弓弓丆日
𢐉,弓土匚日
𢐊,弓方
𢐋,弓⺁虍几
𢐌,弓木口弓
𢐍,弓山⺎攵
𢐎,弓丷一
𢐏,弓⺁虍人
𢐐,弓系弓
𢐑,弓弓囗人
𢐒,弓山月月
𢐓,弓弓
𢐔,弓彳人龰
𢐕,弓覀示
𢐖,弓丨一廾
𢐗,弓魚
𢐘,弓弓
𢐙,士尸丨弓
𢐚,弓囗戈一
𢐛,弓宀一龰
𢐜,弓弓一人
𢐝,弓丆日巳
𢐞,弓丷日
𢐟,弓丿大口
𢐠,弓禾丷田
𢐡,弓一囗人
𢐢,弓冫八羽
𢐣,弓⺈口
𢐤,弓丆日日
𢐥,弓爫缶弓
𢐦,尸口立弓
𢐧,艹句攵弓
𢐨,弓勹䶹弓
𢐩,弓耳丿虫
𢐪,弓囗艹
𢐫,弓米弓乙
𢐬,弓言弓
𢐭,丶冂王弓
𢐮,弓米田弓
𢐯,丨一⺊弓
𢐰,弓⻗而
𢐱,艹土丿弓
𢐲,弓禾丷弓
𢐳,弓艹巾乂
𢐴,弓人人丨
𢐵,弓言厶虫
𢐶,弓龷巾乂
𢐷,弓丷弓
𢐸,弓虍田皿
𢐹,弓亠回弓
𢐺,弓千龷弓
𢐻,弓日干
𢐼,弓耂日弓
𢐽,丨一⺊土
𢐾,弓土人弓
𢐿,弓衣吅
𢑀,弓麻米
𢑁,弓艹彐一
𢑂,爫缶系弓
𢑃,弓一八土
𢑄,弓爫缶系
𢑅,⺽乙冂弓
𢑆,弓艹吅隹
𢑇,弓艹隹臼
𢑈,弓言系
𢑉,言系弓
𢑊,弓⺧儿貝
𢑋,匚儿匚弓
𢑌,弓⺷灬弓
𢑍,弓母弓
𢑎,弓母弓
𢑏,丿彐
𢑐,彐
𢑑,彐彐
𢑒,彐女
𢑓,彑儿乂
𢑔,彐一乙口
𢑕,彐一力力
𢑖,彐甲
𢑗,彑丿氺
𢑘,彐凵氺
𢑙,彐⺈水
𢑚,匚一丨彐
𢑛,彑丿丿氺
𢑜,彐勹田
𢑝,彐彐冖儿
𢑞,彑八一巾
𢑟,彐冖亻戈
𢑠,彐彐也
𢑡,彑厂
𢑢,日彐丿巾
𢑣,彑癶天
𢑤,彐冖木口
𢑥,乙乙冖木
𢑦,彑冖巾口
𢑧,彐彐木口
𢑨,彐水彐水
𢑩,彑丿丿巾
𢑪,彐句
𢑫,彐彐土土
𢑬,彐彐木人
𢑭,乙乙冖巾
𢑮,彐彐飞飞
𢑯,彐囗乂木
𢑰,工彐
𢑱,彑米八大
𢑲,彐米人糸
𢑳,彐耂丶
𢑴,彐米糸大
𢑵,彐彐禾田
𢑶,彐彐广戊
𢑷,彑冖囗巾
𢑸,冖口巾
𢑹,三丨三亞
𢑺,彐人囗巾
𢑻,彐彐广乙
𢑼,勿豕彐巾
𢑽,彐彐不不
𢑾,彑氺日氺
𢑿,彐冖吅木
𢒀,乃彡
𢒁,乃彡
𢒂,九彡
𢒃,人丨彡
𢒄,工彡
𢒅,工彡
𢒆,忄彡
𢒇,二儿彡
𢒈,井彡
𢒉,彡且
𢒊,大厂彡
𢒋,丶乙彡
𢒌,亠巾彡
𢒍,弓彡
𢒎,冖二儿彡
𢒏,彡甫
𢒐,人人土彡
𢒑,人人干彡
𢒒,爫子彡
𢒓,彐勿彡
𢒔,豕丶彡
𢒕,止彡
𢒖,戈口一彡
𢒗,日勿彡
𢒘,乙彡
𢒙,日木彡
𢒚,彑氺彡
𢒛,⺊早彡
𢒜,虍人彡
𢒝,几臣彡
𢒞,木彡
𢒟,⺊貝彡
𢒠,日巾彡
𢒡,吅土彡
𢒢,牜勹丿彡
𢒣,丆日大彡
𢒤,彡囗豕
𢒥,羽人彡丨
𢒦,⺊口氺彡
𢒧,日彡
𢒨,十早人彡
𢒩,彡彳止龰
𢒪,⺊冖豕彡
𢒫,彡彐工寸
𢒬,彡日小
𢒭,⺊目氺彡
𢒮,少白大彡
𢒯,口虍巾彡
𢒰,月戈一
𢒱,止戌彡
𢒲,亠彡彳龰
𢒳,日冖禾又
𢒴,一丨彡
𢒵,⺽乙幺彡
𢒶,亠乂厂
𢒷,彡頁立口
𢒸,匕矢丆彡
𢒹,麻木木彡
𢒺,麻非彡
𢒻,木乂乂彡
𢒼,彳乙
𢒽,彳乙
𢒾,彳乙丨
𢒿,彳㔾
𢓀,彳弋
𢓁,彳工
𢓂,彳土
𢓃,彳九丶
𢓄,彳开
𢓅,彳人人
𢓆,彳二儿
𢓇,彳冂丿丶
𢓈,彳勹二
𢓉,彳⺁又
𢓊,彳止
𢓋,彳卬
𢓌,彳六
𢓍,彳天
𢓎,彳一幺
𢓏,彳冂二
𢓐,彳牛
𢓑,彳欠
𢓒,彳冂土
𢓓,彳丨二
𢓔,彳立
𢓕,彳⺊口
𢓖,彳不一
𢓗,彳止匕
𢓘,彳夂⺀
𢓙,彳弓人
𢓚,彳尸匕
𢓛,彳未
𢓜,彳夂口
𢓝,彳儿
𢓞,彳了一
𢓟,彳⺍川
𢓠,彳⺧儿
𢓡,彳大弓
𢓢,彳大二乙
𢓣,彳木冂
𢓤,彳夂㐄
𢓥,彳⺎
𢓦,彳龶卩
𢓧,彳土也
𢓨,彳囗大
𢓩,彳千一一
𢓪,彳厶矢
𢓫,彳立十
𢓬,彳乂巾
𢓭,彳厶八夂
𢓮,彳月
𢓯,彳犭王
𢓰,彳爫女
𢓱,彳夂三丨
𢓲,彳五口
𢓳,彳由一乙
𢓴,彳日夂
𢓵,彳禾乃
𢓶,彳龴用
𢓷,彳十丶
𢓸,彳屮一土
𢓹,彳巾攵
𢓺,彳上龰
𢓻,彳豕
𢓼,彳目匕
𢓽,彳丿丿大
𢓾,彳谷
𢓿,彳夂心
𢔀,彳彐冖又
𢔁,彳土八夂
𢔂,彳大电
𢔃,彳舟夂
𢔄,彳⺊早
𢔅,彳木日
𢔆,彳氵立
𢔇,彳勹缶
𢔈,彳了凵
𢔉,彳一巛一
𢔊,彳矢口
𢔋,彳木八厶
𢔌,彳白丿十
𢔍,彳八人月
𢔎,彳山丶王
𢔏,彳爫冖又
𢔐,彳勹日乙
𢔑,彳丷夫㔾
𢔒,彳日日
𢔓,彳二丨
𢔔,彳了口一
𢔕,彳日又
𢔖,彳亍丿夫
𢔗,彳丿大止
𢔘,彳乂卩
𢔙,彳亠人十
𢔚,彳亠勹方
𢔛,彳土丷干
𢔜,彳丨攵彡
𢔝,彳千艹二
𢔞,彳一九
𢔟,彳矛木
𢔠,彳目十又
𢔡,彳匕匕白
𢔢,彳亼月刂
𢔣,彳千臼
𢔤,彳⺊貝
𢔥,彳田月
𢔦,彳尸羊
𢔧,彳尸丷开
𢔨,彳冂一寸
𢔩,彳丨人龰
𢔪,彳耂日
𢔫,彳缶几丶
𢔬,彳亍⺧儿
𢔭,彳厂立十
𢔮,彳亍厶月
𢔯,彳木口刂
𢔰,彳尸丨目
𢔱,彳谷卩
𢔲,彳卯田
𢔳,彳又丶虫
𢔴,彳五口阝
𢔵,彳冂土
𢔶,彳目儿寸
𢔷,彳犭屮王
𢔸,彳一口丨
𢔹,彳戈口山
𢔺,彳犭山王
𢔻,彳宀豕
𢔼,彳虫攵
𢔽,彳日土寸
𢔾,彳丿又
𢔿,彳金十
𢕀,彳⺁十
𢕁,彳亍王廾
𢕂,彳戈口土
𢕃,彳口乙耳
𢕄,彳山一攵
𢕅,彳亍山方
𢕆,彳千干心
𢕇,彳亻人龰
𢕈,彳人人耳
𢕉,彳乂八虫
𢕊,彳勹日乙
𢕋,彳亍宀儿
𢕌,彳尸立十
𢕍,彳丶田
𢕎,彳立口十
𢕏,彳龷
𢕐,彳方龰
𢕑,彳亠幺十
𢕒,彳口夂
𢕓,彳匚品
𢕔,彳立早
𢕕,彳厶厶彡
𢕖,彳覀大㔾
𢕗,彳宀大口
𢕘,彳山隹
𢕙,彳犭子皿
𢕚,彳氵旦寸
𢕛,彳勹亠夂
𢕜,彳十丶
𢕝,彳夂三辶
𢕞,彳十目心
𢕟,彳龶勹攵
𢕠,彳龴囗天
𢕡,彳木口攵
𢕢,彳車欠
𢕣,彳車攵
𢕤,彳走月
𢕥,彳亍士示
𢕦,彳丨夂
𢕧,彳匚一攵
𢕨,彳白冖方
𢕩,彳彳人龰
𢕪,彳丿大口
𢕫,彳士示欠
𢕬,彳刀丶止
𢕭,彳乙耳攵
𢕮,彳巾口
𢕯,彳覀早
𢕰,彳丷西寸
𢕱,彳止日少
𢕲,彳彐氺攵
𢕳,彳走乙口
𢕴,彳十早攵
𢕵,彳亍龷巳
𢕶,彳丆月夂
𢕷,彳爫灬
𢕸,彳米夕㐄
𢕹,彳亠厶攵
𢕺,彳止戌
𢕻,彳⺈厂言
𢕼,彳罒一
𢕽,彳白凵戈
𢕾,彳尸口十
𢕿,彳土厶攵
𢖀,彳彐二中
𢖁,彳丨阝
𢖂,彳走冂口
𢖃,彳丨业丶
𢖄,彳山虫攵
𢖅,彳亍山言
𢖆,彳⺈用牛
𢖇,彳广灬
𢖈,彳羽隹
𢖉,彳一口攵
𢖊,彳言由乙
𢖋,彳亍土廾
𢖌,彳山戊小
𢖍,彳亍魚
𢖎,彳覀大㠯
𢖏,彳士罒貝
𢖐,彳鹿灬
𢖑,彳夫夫貝
𢖒,彳丆冂夂
𢖓,彳尸彳夂
𢖔,彳日龷氺
𢖕,彳幺夂女
𢖖,米女彳夂
𢖗,木口彳龰
𢖘,彳宀三心
𢖙,彳厂禾止
𢖚,彳日屮丶
𢖛,彳丨夂黑
𢖜,彳立日攵
𢖝,彳人人一
𢖞,彳⺈口兔
𢖟,彳爫缶系
𢖠,彳貝貝女
𢖡,彳亍土廾
𢖢,彳囗艹攵
𢖣,彳⺽火
𢖤,彳旦龰頁
𢖥,彳麻非
𢖦,彳目目又
𢖧,彳吅
𢖨,彳丨巾
𢖩,丶乙丶
𢖪,忄乙
𢖫,刀心
𢖬,忄匕
𢖭,忄㔾
𢖮,乙必
𢖯,忄几
𢖰,力心
𢖱,忄乃
𢖲,忄丿七
𢖳,忄于
𢖴,乙心
𢖵,忄女
𢖶,工心
𢖷,忄工
𢖸,忄弓
𢖹,忄小
𢖺,忄弋
𢖻,心夂
𢖼,弋心
𢖽,土心
𢖾,忄丿几
𢖿,小心
𢗀,口心
𢗁,亼心
𢗂,乙心
𢗃,忄二乙
𢗄,忄下
𢗅,忄人乙
𢗆,忄丈
𢗇,忄夕
𢗈,必丁
𢗉,忄冂丿丶
𢗊,人心
𢗋,忄勹二
𢗌,忄巴
𢗍,屮一心
𢗎,忄几又
𢗏,二心
𢗐,冖儿心
𢗑,忄冖儿
𢗒,忄三丨
𢗓,二乙心
𢗔,忄一丨乙
𢗕,忄勹厶
𢗖,忄丿士
𢗗,忄犬
𢗘,忄勿
𢗙,忄下乙
𢗚,忄歹
𢗛,忄乂十
𢗜,忄尸丶
𢗝,忄一彑
𢗞,忄厶
𢗟,忄几
𢗠,忄七刀
𢗡,忄攵
𢗢,忄丿廾
𢗣,龶心
𢗤,夫心
𢗥,弋一心
𢗦,木心
𢗧,七刀心
𢗨,水心
𢗩,千一心
𢗪,氏心
𢗫,不心
𢗬,牙心
𢗭,日心
𢗮,心乂凵
𢗯,月心
𢗰,心心
𢗱,彐丨心
𢗲,忄夫
𢗳,忄毛
𢗴,忄八一乙
𢗵,忄子乙
𢗶,忄一冂一
𢗷,忄水
𢗸,忄⺀十
𢗹,斤心
𢗺,必亡
𢗻,六心
𢗼,忄户
𢗽,忄匕匕
𢗾,忄卬
𢗿,忄末
𢘀,忄犮
𢘁,冂艹心
𢘂,亻女心
𢘃,忄母
𢘄,忄囗人
𢘅,矛心
𢘆,忄一日
𢘇,旦心
𢘈,亼忄卩
𢘉,忄甲
𢘊,忄申
𢘋,亻弋心
𢘌,忄弓厶
𢘍,弓心
𢘎,忄尸又
𢘏,忄山乃
𢘐,忄人工
𢘑,一中心
𢘒,尸匕心
𢘓,母心
𢘔,亼忄㔾
𢘕,忄矛
𢘖,冂一心卩
𢘗,丿中心
𢘘,忄弓丨丿
𢘙,忄龙
𢘚,忄冖儿丶
𢘛,忄斤丶
𢘜,忄乙一口
𢘝,忄⺈小
𢘞,⺈小心
𢘟,心丁口
𢘠,丬匕心
𢘡,生心
𢘢,亻二乙心
𢘣,白心
𢘤,丷二丨心
𢘥,忄亠巾
𢘦,忄丨又
𢘧,忄尸人
𢘨,忄屮八
𢘩,忄乃子
𢘪,忄土
𢘫,一止心
𢘬,忄也
𢘭,忄用
𢘮,忄立
𢘯,宀匕心
𢘰,土刀心
𢘱,戊心
𢘲,冂大心
𢘳,禾心
𢘴,丿卩心
𢘵,夕卩丶心
𢘶,忄彐二丨
𢘷,忄虫
𢘸,忄夂㐄
𢘹,忄乂朩
𢘺,忄米
𢘻,米心
𢘼,冂井心
𢘽,忄日乙丿
𢘾,忄女口
𢘿,䶹屮心
𢙀,忄木冂
𢙁,氵二乙心
𢙂,一皿心
𢙃,忄日匕
𢙄,龷八心
𢙅,亼口心
𢙆,忄自
𢙇,忄衣
𢙈,心吅
𢙉,忄巛山
𢙊,忄冫欠
𢙋,忄八人十
𢙌,凵龶心
𢙍,回心
𢙎,了又又心
𢙏,子小心
𢙐,忄农
𢙑,忄乙头
𢙒,忄⺎
𢙓,忄人云
𢙔,忄礻乙
𢙕,忄亦
𢙖,忄一囗人
𢙗,忄亡女
𢙘,忄耳
𢙙,忄山⺎
𢙚,忄⺈巴
𢙛,忄夕口
𢙜,忄几一巾
𢙝,忄⺧儿
𢙞,臣心
𢙟,口刀丶心
𢙠,亻彐丿心
𢙡,彳亍心
𢙢,工口心
𢙣,覀心
𢙤,上小心
𢙥,人心
𢙦,⺽乙乂心
𢙧,忄丨土儿
𢙨,忄丨子
𢙩,忄耒
𢙪,忄丶又寸
𢙫,忄囗大
𢙬,忄亻彐丿
𢙭,小大心
𢙮,丨土心
𢙯,丆日心
𢙰,弓幺心
𢙱,忄王廾
𢙲,忄口
𢙳,忄爿士
𢙴,匚儿心夂
𢙵,忄乂口
𢙶,日干心
𢙷,工乙二心
𢙸,口匚儿心
𢙹,忄犭火
𢙺,忄士心
𢙻,彐十心力
𢙼,忄一巛工
𢙽,母心
𢙾,忄一日乂
𢙿,忄山亽乙
𢚀,忄丿廴
𢚁,忄己心
𢚂,忄人人土
𢚃,忄爫寸
𢚄,忄宀牛
𢚅,扌八刀心
𢚆,忄且力
𢚇,忄山龶
𢚈,廿大小丶
𢚉,忄目匕
𢚊,囗八冂心
𢚋,忄白儿
𢚌,忄彐父
𢚍,忄宀寸一
𢚎,一乙灬心
𢚏,山亽乙心
𢚐,彳攵心
𢚑,氵月心
𢚒,人示心
𢚓,巳攵心
𢚔,忄八厶夂
𢚕,忄日乙丶
𢚖,丷弓丨心
𢚗,忄宀木
𢚘,忄言
𢚙,忄亠乂子
𢚚,忄亡心
𢚛,忄古儿
𢚜,忄厶田
𢚝,忄厶矢
𢚞,冖目心
𢚟,了心
𢚠,宀木心
𢚡,求心
𢚢,己攵心
𢚣,了口又心
𢚤,木口心
𢚥,又王丶心
𢚦,子心
𢚧,丆目心
𢚨,亻丁口心
𢚩,爫彐心
𢚪,尸火心
𢚫,弓丨丿心
𢚬,忄不土
𢚭,忄山水
𢚮,忄三
𢚯,忄犭王
𢚰,忄巛乂凵
𢚱,丷一八心
𢚲,忄己攵
𢚳,木寸心
𢚴,忄刀丶心
𢚵,忄豸
𢚶,忄爫女
𢚷,忄車
𢚸,王廾心
𢚹,忄日二乙
𢚺,忄天口
𢚻,忄口人
𢚼,忄山乃丶
𢚽,忄氵一乙
𢚾,忄⺈冂大
𢚿,卩丶心
𢛀,彐丨丨心
𢛁,牛冂刂心
𢛂,⺊早心
𢛃,夂卜口心
𢛄,忄厂土土
𢛅,忄囗古
𢛆,弓亠幺心
𢛇,⺆土口心
𢛈,忄⺊口心
𢛉,忄千艹二
𢛊,忄禾女
𢛋,厶月刂心
𢛌,忄八厶心
𢛍,忄矢口
𢛎,忄㡀
𢛏,忄耳又
𢛐,忄亠厶木
𢛑,扌句心
𢛒,忄木八厶
𢛓,木木心
𢛔,忄木日
𢛕,忄囗禾
𢛖,龷八㔾心
𢛗,忄丷夫力
𢛘,忄乂月
𢛙,忄穴弓
𢛚,厂二心
𢛛,忄彳丶王
𢛜,氵尸匕心
𢛝,日日心
𢛞,忄白丿十
𢛟,忄亞
𢛠,忄乂卩
𢛡,忄曰月
𢛢,忄一舟一
𢛣,氵民心
𢛤,五五心
𢛥,尸田心
𢛦,勿欠心
𢛧,隹心
𢛨,忄方人⺀
𢛩,門小丶
𢛪,亼夕㔾心
𢛫,亠覀心
𢛬,宀必心
𢛭,乡匚儿心
𢛮,牜攵心
𢛯,忄一田凵
𢛰,忄丷亚
𢛱,木冂力心
𢛲,千艹二心
𢛳,十罒一心
𢛴,忄子皿
𢛵,忄爫彐丨
𢛶,臣卜心
𢛷,忄户方
𢛸,忄宀一龰
𢛹,忄丷日儿
𢛺,忄扌勹巳
𢛻,忄龷月
𢛼,忄上小又
𢛽,忄日日
𢛾,忄囗夂⺀
𢛿,忄日丿廾
𢜀,忄一彐龰
𢜁,忄夕乙人
𢜂,丷天又心
𢜃,氵古心
𢜄,戶几又心
𢜅,氵亽龴心
𢜆,广亻寸心
𢜇,宀目心
𢜈,王王心
𢜉,扌丨心
𢜊,工目心
𢜋,扌⺊口心
𢜌,扌刀口心
𢜍,王勿心
𢜎,三丨三心
𢜏,日月心
𢜐,心隹
𢜑,月亠乂心
𢜒,亼冂艹心
𢜓,牜丿刀心
𢜔,矢口心
𢜕,勿攵心
𢜖,亠冂口心
𢜗,忄二丨
𢜘,忄大十廾
𢜙,忄衣十
𢜚,忄亠幺幺
𢜛,斤欠心
𢜜,忄虍几
𢜝,忄事
𢜞,忄木人人
𢜟,忄冂丷山
𢜠,忄日月
𢜡,忄立女
𢜢,忄彳皮
𢜣,木片心
𢜤,㐄冖心夂
𢜥,忄夂卜口
𢜦,火斤心
𢜧,土心
𢜨,廿乙木心
𢜩,忄戌口
𢜪,忄艹口
𢜫,忄少目
𢜬,忄广廿又
𢜭,忄谷卩
𢜮,忄甘木
𢜯,甘木心
𢜰,忄亼口廾
𢜱,忄口耳
𢜲,忄女又手
𢜳,忄壴
𢜴,忄⺈厂矢
𢜵,忄亻矢
𢜶,忄宀火又
𢜷,丿皿刀心
𢜸,忄矛木
𢜹,囗月心
𢜺,忄衣口
𢜻,忄爫冂土
𢜼,忄禾龷
𢜽,忄癶天
𢜾,忄戈工八
𢜿,忄宀豕
𢝀,忄穴犬
𢝁,忄勹言
𢝂,忄龶母
𢝃,巾心
𢝄,忄丨又
𢝅,丨二心
𢝆,忄千日二
𢝇,忄三丨石
𢝈,忄中皿
𢝉,忄大耳
𢝊,頁心
𢝋,忄冖几
𢝌,忄曰目
𢝍,忄土厶心
𢝎,忄匚屮土
𢝏,儿⺎心
𢝐,彳一心
𢝑,丷一火心
𢝒,忄一止月
𢝓,忄白水
𢝔,貝刂心
𢝕,囗八冂心
𢝖,其乙心
𢝗,未丷刂心
𢝘,忄臼工
𢝙,忄不皿
𢝚,忄氵⺧儿
𢝛,忄三丨大
𢝜,忄冖丁
𢝝,目一心
𢝞,忄耳阝
𢝟,忄力口手
𢝠,忄矛⺊又
𢝡,忄方子
𢝢,忄又貝
𢝣,忄日
𢝤,忄千丬一
𢝥,忄禾水
𢝦,火一冂心
𢝧,忄彐心
𢝨,艹古心
𢝩,彳冫欠心
𢝪,几又心
𢝫,壴心
𢝬,耂日心
𢝭,工乙凵心
𢝮,罒日心
𢝯,冂言心
𢝰,牜勿丶心
𢝱,彳米心
𢝲,火禾心
𢝳,氵龷八心
𢝴,忄覀心
𢝵,飞丿心
𢝶,忄而女
𢝷,忄匕匕白
𢝸,忄冂乙口
𢝹,忄大
𢝺,忄⺁十目
𢝻,忄勿目
𢝼,忄乃日子
𢝽,忄矛攵
𢝾,忄爫干凵
𢝿,忄屮凵凵
𢞀,⺈彐攵心
𢞁,忄几丿虫
𢞂,忄八刀皿
𢞃,忄糹工
𢞄,忄土𠂋
𢞅,忄覀女
𢞆,忄立丿彡
𢞇,忄艹厶口
𢞈,口月刂心
𢞉,氵冂一心
𢞊,忄了口凵
𢞋,忄天口心
𢞌,忄⺽儿
𢞍,𦣝己
𢞎,忄龷丿丨
𢞏,忄宀口
𢞐,忄宀三口
𢞑,忄工工
𢞒,乂朩几心
𢞓,忄丶田
𢞔,弓冫弓心
𢞕,忄冖隹
𢞖,忄丿大
𢞗,忄乂匕
𢞘,丆日亽心
𢞙,忄女口手
𢞚,耳火心
𢞛,忄勹日乙
𢞜,忄尸月
𢞝,宀八丶
𢞞,忄米辶
𢞟,忄高
𢞠,忄日羽
𢞡,忄冂土
𢞢,广彐丨心
𢞣,亻丨夂心
𢞤,丿皿刀心
𢞥,丿丶木心
𢞦,忄臼日
𢞧,忄龷勹日
𢞨,十艹田心
𢞩,宀三丨心
𢞪,犭䶹王心
𢞫,亻日勿心
𢞬,忄烏
𢞭,卯田心
𢞮,忄水回
𢞯,土日寸心
𢞰,民田心
𢞱,疒矢心
𢞲,忄穴二
𢞳,忄了口山
𢞴,忄囗大心
𢞵,飞丿必
𢞶,忄彑豕
𢞷,忄大丷电
𢞸,忄木冂又
𢞹,忄一丷大
𢞺,忄龷八
𢞻,忄艹子
𢞼,忄夕㐄木
𢞽,米攵心
𢞾,冫不攵心
𢞿,戈口一心
𢟀,馬心
𢟁,舟几又心
𢟂,亻攵木心
𢟃,工心乙䶹
𢟄,而心乙土
𢟅,亻丨夂心
𢟆,犭日土心
𢟇,女匚矢心
𢟈,忄工几心
𢟉,忄艹亼口
𢟊,忄禾丬匕
𢟋,忄辶
𢟌,忄乂朩又
𢟍,厂木木心
𢟎,忄彳走
𢟏,忄歹刂灬
𢟐,忄王丿未
𢟑,忄車干
𢟒,忄厶月匕
𢟓,忄宀立十
𢟔,忄彐辶
𢟕,忄糹冂人
𢟖,忄氵彐又
𢟗,忄氵日土
𢟘,忄耳戈
𢟙,忄金十
𢟚,忄亡口月
𢟛,耳心弓丨
𢟜,丆目夂心
𢟝,忄⺁彐又
𢟞,忄冫木日
𢟟,忄丆日戈
𢟠,忄大隹
𢟡,忄丨一用
𢟢,忄㐫禸
𢟣,忄⺷丶
𢟤,未攵厂心
𢟥,子几心
𢟦,忄衣八口
𢟧,忄⺊囗⺀
𢟨,忄艹犬廾
𢟩,忄三丨彐
𢟪,彐匚心
𢟫,忄宀日六
𢟬,尸二火心
𢟭,忄宀二攵
𢟮,廿巾丿心
𢟯,土八土心
𢟰,忄立
𢟱,忄丷夫氺
𢟲,厂二心
𢟳,忄亠幺十
𢟴,忄广隹
𢟵,忄非土
𢟶,忄虍勿丶
𢟷,忄米田
𢟸,忄彐土一
𢟹,忄厂二寸
𢟺,忄羽人小
𢟻,土攵心
𢟼,忄木木夕
𢟽,艹日大心
𢟾,忄耂工毛
𢟿,忄罒⺁
𢠀,亠丷冂心
𢠁,忄土丷回
𢠂,忄木口攵
𢠃,犭小心
𢠄,忄山宀示
𢠅,忄臼
𢠆,忄龴用辶
𢠇,忄言十
𢠈,忄八刀貝
𢠉,忄亻日⽱
𢠊,忄厶厶三
𢠋,忄宀心心
𢠌,忄弓厶虫
𢠍,忄艹日寸
𢠎,忄山日匕
𢠏,忄亼口皿
𢠐,忄魚
𢠑,忄品
𢠒,米刀口心
𢠓,广彐氺心
𢠔,冫戌口心
𢠕,忄工目心
𢠖,木女木心
𢠗,木人人心
𢠘,木夕木心
𢠙,亻日⽱心
𢠚,亻亼月心
𢠛,耂子攵心
𢠜,子攵心
𢠝,囗戈口心
𢠞,屮屮田心
𢠟,忄一止
𢠠,忄宀二又
𢠡,忄宀火火
𢠢,忄尸示寸
𢠣,忄阝木日
𢠤,忄弓丷
𢠥,忄十早乙
𢠦,忄廿口夫
𢠧,忄乂夂
𢠨,忄母攵
𢠩,忄麻
𢠪,忄罒土土
𢠫,忄广廿灬
𢠬,尸大口心
𢠭,忄宀上又
𢠮,忄吕氺
𢠯,忄丶彐月
𢠰,忄彳人龰
𢠱,土皮心
𢠲,忄宀一田
𢠳,忄㡀攵
𢠴,米夕㐄心
𢠵,忄尚攵
𢠶,門艹心
𢠷,忄工頁
𢠸,吅心
𢠹,忄其斤
𢠺,忄癶弓又
𢠻,忄彐氺辶
𢠼,忄罒貝
𢠽,忄⺈口
𢠾,自舌心
𢠿,忄爫灬
𢡀,忄黑
𢡁,忄亼口羽
𢡂,氵旦勿心
𢡃,立口中心
𢡄,忄丿大日
𢡅,忄非木
𢡆,豕彐心
𢡇,忄古立十
𢡈,屮凵示心
𢡉,忄刀丶止
𢡊,忄天天心
𢡋,忄自十
𢡌,忄母口女
𢡍,忄一丨
𢡎,忄日⽱辶
𢡏,忄衣夕夕
𢡐,忄衣耳
𢡑,日木攵心
𢡒,忄广彐止
𢡓,忄⺈冂灬
𢡔,乂心
𢡕,片日勿心
𢡖,忄厶厶
𢡗,艹日月心
𢡘,十艹田心
𢡙,門八刀心
𢡚,忄夫夫日
𢡛,氵艹一心
𢡜,忄士示欠
𢡝,忄立貝
𢡞,忄門王
𢡟,木乂乂心
𢡠,忄立戈日
𢡡,忄工目心
𢡢,阝工心
𢡣,阝人于丶
𢡤,忄一干
𢡥,門亠乂心
𢡦,忄山宀口
𢡧,忄幺幺丶
𢡨,忄白儿十
𢡩,忄土寸
𢡪,镸示心
𢡫,木隹心
𢡬,止止止心
𢡭,冖口心
𢡮,金欠心
𢡯,乂月心
𢡰,天日月心
𢡱,士冖一心
𢡲,耳舌心
𢡳,艹屯日心
𢡴,予心
𢡵,而而心
𢡶,大丷干心
𢡷,未丶攵心
𢡸,目氵少心
𢡹,彳千日心
𢡺,爫灬心
𢡻,門亠乂心
𢡼,忄而而
𢡽,忄人人日
𢡾,忄氵少目
𢡿,忄門木
𢢀,忄門日
𢢁,忄尸子子
𢢂,忄糹士口
𢢃,禾必人丶
𢢄,忄山日⽱
𢢅,忄十早月
𢢆,忄羊丷口
𢢇,忄日耳又
𢢈,忄宀⺀
𢢉,氵艹心
𢢊,忄阝丷豕
𢢋,忄山立彡
𢢌,尚攵心
𢢍,夂刀心
𢢎,⺽乙一心
𢢏,忄丷亚日
𢢐,犭艹丨心
𢢑,亻丨攵田
𢢒,忄穴亠十
𢢓,忄亠乡隹
𢢔,忄日罒方
𢢕,忄丷西犬
𢢖,忄艹日乙
𢢗,忄罒勹虫
𢢘,忄广灬
𢢙,忄⺊囗木
𢢚,忄日勹欠
𢢛,忄虍田力
𢢜,忄业羊八
𢢝,忄丷豕辶
𢢞,車凵几心
𢢟,忄屮凵屮
𢢠,阝工心
𢢡,屮凵方心
𢢢,士冖王又
𢢣,⺈用刀心
𢢤,日月古心
𢢥,忄貝刂心
𢢦,亠幺田心
𢢧,弓工工心
𢢨,日土夂心
𢢩,忄艹句攵
𢢪,忄囗艹豆
𢢫,木日心
𢢬,忄人㐫禸
𢢭,王亼月心
𢢮,忄艹人镸
𢢯,忄山白厶
𢢰,忄大目目
𢢱,亻丨夂心
𢢲,忄艹廿木
𢢳,忄日厂土
𢢴,忄⺈彐灬
𢢵,氵厂白心
𢢶,壴欠心
𢢷,女馬心
𢢸,冂乙冂心
𢢹,牜禾日心
